0,Content,对华情感预测,私人情感预测
" 科技,china ev car,John,f,en,Tesla outpaces BYD in pure EV sales but faces hybrid car challenge in China", 科技china ev carjohnfentesla outpaces byd in pure ev sales but faces hybrid car challenge in china,0,0
" 科技,china ev car,Gracie Opulanza #gracieopulanza,f,en,China will destroy the car industry by flooding the market with cheap EV. I live in Asia and see it with my own eyes", 科技china ev cargracie opulanza gracieopulanzafenchina will destroy the car industry by flooding the market with cheap ev i live in asia and see it with my own eyes,0,0
" 科技,china ev car,Jacobo Pascual,t,en,Joe. I'm a big fan. But you are obviously off message. Chinese car manufacturers are obviously state-subsidised predatory operators. Zero contribution to clean energy. #EV #China", 科技china ev carjacobo pascualtenjoe im a big fan but you are obviously off message chinese car manufacturers are obviously statesubsidised predatory operators zero contribution to clean energy ev china,1,2
" 科技,china ev car,Hong Boss,f,en,chinese EV car very very nice car #China#EVcar###", 科技china ev carhong bossfenchinese ev car very very nice car chinaevcar,1,1
" 科技,china ev car,CarNewsChina.com,t,en,Three days to go for all China EV enthusiasts", 科技china ev carcarnewschinacomtenthree days to go for all china ev enthusiasts,0,0
" 科技,China tiktok,i have left,t,en,Russia and China banned Twitter and Tiktok for National Security Reasons. We should invoke the same reasoning", 科技china tiktoki have lefttenrussia and china banned twitter and tiktok for national security reasons we should invoke the same reasoning,0,2
" 科技,China tiktok,Pragya,t,en,America has Facebook. China has TikTok. Sweden has Spotify. Russia has Telegram. So, what does India have?", 科技china tiktokpragyatenamerica has facebook china has tiktok sweden has spotify russia has telegram so what does india have,0,0
" 科技,China tiktok,Archer,f,en,Make TikTok sell out to Western buyers Security threat to the West We have to go back to China behind the Bamboo Curtain &amp; DE-COUPLING Donald Trump was right DE-COUPLE", 科技china tiktokarcherfenmake tiktok sell out to western buyers security threat to the west we have to go back to china behind the bamboo curtain amp decoupling donald trump was right decouple,1,0
" 科技,China tiktok,warmsierramist,f,en,my parents are watching a documentary on chengdu china and i cannot stop hearing the chinese guy trump impression tiktok in my head", 科技china tiktokwarmsierramistfenmy parents are watching a documentary on chengdu china and i cannot stop hearing the chinese guy trump impression tiktok in my head,0,2
" 科技,China tiktok,Yasheng Huang 黄亚生,t,en,What I would do is to ask China to allow TikTok into China as a condition not to ban TikTok here. Many people do not know that TikTok is banned in China.", 科技china tiktokyasheng huang 黄亚生tenwhat i would do is to ask china to allow tiktok into china as a condition not to ban tiktok here many people do not know that tiktok is banned in china,0,1
" 科技,China tiktok,Lukas Mateus,f,en,Tiktok is so much better than Reels. I love China.", 科技china tiktoklukas mateusfentiktok is so much better than reels i love china,2,2
" 科技,China tiktok,Donna Still the one &amp; Only,t,en,TikTok is owned by China, which owns far too many American politicians like Biden and McConnell. Heaven forbid the world finds out how corrupt and pathetic FEMA is.", 科技china tiktokdonna still the one amp onlytentiktok is owned by china which owns far too many american politicians like biden and mcconnell heaven forbid the world finds out how corrupt and pathetic fema is,1,0
" 科技,China tiktok,Invictus,t,en,China's TikTok propaganda doesn't stand a chance against X.", 科技china tiktokinvictustenchinas tiktok propaganda doesnt stand a chance against x,0,0
" 科技,China tiktok,CryptoJ,t,en,TikTok is a weapon from China.. created to brainwash our society while they become the world's strongest Super Power  #BanTikTok", 科技china tiktokcryptojtentiktok is a weapon from china created to brainwash our society while they become the worlds strongest super power  bantiktok,1,1
" 科技,China tiktok,Adrian P ,f,en,TikTok is  a Chinese company Yet TikTok is unavailable in China Funny, huh?", 科技china tiktokadrian p fentiktok is  a chinese company yet tiktok is unavailable in china funny huh,0,2
" 科技,China tiktok,Roy Ben-Tzvi,t,en,Fine China you can have all my data In 2025 I'm going all in on TikTok", 科技china tiktokroy bentzvitenfine china you can have all my data in  im going all in on tiktok,1,0
" 科技,China tiktok,motivationals_momentums,f,en,This view in china just looks amazing  Cr to owner on TikTok", 科技china tiktokmotivationals_momentumsfenthis view in china just looks amazing  cr to owner on tiktok,0,1
" 科技,China tiktok,MoshangUSA,t,en,TikTok, a China-owned app, took the video down. Meanwhile, the CCP’s United Front continues to disguise itself as J6er supporters to infiltrate and influence this campaign.", 科技china tiktokmoshangusatentiktok a chinaowned app took the video down meanwhile the ccps united front continues to disguise itself as jer supporters to infiltrate and influence this campaign,2,0
" 科技,China tiktok,MBM,f,en,Yall know they gone definitely ban tiktok now right. I wouldn't be surprised if they banned or censored the internet like china and N korea does. ", 科技china tiktokmbmfenyall know they gone definitely ban tiktok now right i wouldnt be surprised if they banned or censored the internet like china and n korea does ,0,1
" 科技,China tiktok,Linsane,f,en,China’s censors target posts advocating collective action, not criticism of the government! #TikTok https://tiktok.com/t/ZP8LMWNkk/", 科技china tiktoklinsanefenchinas censors target posts advocating collective action not criticism of the government tiktok httpstiktokcomtzplmwnkk,0,0
" 科技,China tiktok,The Biryani Dev,t,en,I want tiktok in india but with content of china.", 科技china tiktokthe biryani devteni want tiktok in india but with content of china,0,0
" 科技,China tiktok,Syndic8,t,en,TikTok is definitely pushing this scam because China knows Trump is going to be hell for them", 科技china tiktoksyndictentiktok is definitely pushing this scam because china knows trump is going to be hell for them,0,0
" 科技,China tiktok,john doe,f,en,This generation can't even sit through a 10min video anymore, China knew what they were doing with Tiktok https://x.com/DxIceGabbana/s/DxIceGabbana/status/1854978837647704311…", 科技china tiktokjohn doefenthis generation cant even sit through a min video anymore china knew what they were doing with tiktok httpsxcomdxicegabbanasdxicegabbanastatus,2,2
" 科技,China tiktok,k o e l l a,f,en,his whole family is from mainland china???? and none of them ever swore loyalty to the ccp LMFAOOOOO this is you people’s brains on tiktok", 科技china tiktokk o e l l afenhis whole family is from mainland china and none of them ever swore loyalty to the ccp lmfaooooo this is you peoples brains on tiktok,0,0
" 科技,China tiktok,dio,f,en,There are still people who support Trump and Biden on TikTok in China", 科技china tiktokdiofenthere are still people who support trump and biden on tiktok in china,0,2
" 科技,China tiktok,Robin Enochs,t,en,Precisely because TikTok in China is educational it’s nothing like the US TikTok. There’s subverting our population’s mental health.", 科技china tiktokrobin enochstenprecisely because tiktok in china is educational its nothing like the us tiktok theres subverting our populations mental health,0,0
" 科技,China tiktok,Hell's Scorpions - 6 ,f,en,Im happy China owns TikTok.  By what they are seeing of the liberal Meltdown, they will NEER attack the US due to all of us being batshit crazy! #batshit #crazyashell", 科技china tiktokhells scorpions   fenim happy china owns tiktok  by what they are seeing of the liberal meltdown they will neer attack the us due to all of us being batshit crazy batshit crazyashell,0,0
" 科技,China tiktok,GlobeNewsWire,f,en,#China can spy on Canadians via #TikTok says CSIS Intelligence Chief #cdnpoli #onpoli #bcpoli", 科技china tiktokglobenewswirefenchina can spy on canadians via tiktok says csis intelligence chief cdnpoli onpoli bcpoli,0,0
" 科技,China tiktok,Robin Enochs,t,en,Precisely because TikTok in China is educational it’s nothing like the US TikTok. There’s subverting our population’s mental health.", 科技china tiktokrobin enochstenprecisely because tiktok in china is educational its nothing like the us tiktok theres subverting our populations mental health,0,0
" 科技,China tiktok,americansattire,f,en,We’re gonna find out that China gave Elon and the Trump campaign TikTok data to micro target Americans on and off this platform.", 科技china tiktokamericansattirefenwere gonna find out that china gave elon and the trump campaign tiktok data to micro target americans on and off this platform,1,1
" 科技,China tiktok,Anti-war Karen ,f,en,Tiktok Canada has been ordered to shut down because """"China Bad"""" . Canadians will still be able to use the app but no more content monetization. Ridiculous", 科技china tiktokantiwar karen fentiktok canada has been ordered to shut down because china bad  canadians will still be able to use the app but no more content monetization ridiculous,1,0
" 科技,China tiktok,zachary,f,en,TikTok (china) has succeeded in destabilizing America", 科技china tiktokzacharyfentiktok china has succeeded in destabilizing america,1,0
" 科技,China tiktok,ToxicMan,f,en,TikTok is saving America on its last legs of creative freedom. You can thank Hollywood for the degeneracy. Thank you China for leaving us with any creative hope left. You guys rock for that.", 科技china tiktoktoxicmanfentiktok is saving america on its last legs of creative freedom you can thank hollywood for the degeneracy thank you china for leaving us with any creative hope left you guys rock for that,2,2
" 科技,China tiktok,TLaloc,f,en,China is weakening us through TikTok by Transing Our Kids …", 科技china tiktoktlalocfenchina is weakening us through tiktok by transing our kids ,1,1
" 科技,China tiktok,Don Juliooo ☼ † ,f,en,russia and china have been using foul play in our voting system but y’all worried abt tiktok… good night America.", 科技china tiktokdon juliooo   fenrussia and china have been using foul play in our voting system but yall worried abt tiktok good night america,0,0
" 科技,China tiktok,Mehak,f,en,China’s suppression of Uyghur voices extends to digital platforms, with TikTok’s actions showcasing a disturbing trend in global censorship.", 科技china tiktokmehakfenchinas suppression of uyghur voices extends to digital platforms with tiktoks actions showcasing a disturbing trend in global censorship,0,0
